exercise,frame,elbow_angle
bicep_curl,386,166.1264292066725
bicep_curl,387,166.16140077279772
bicep_curl,388,166.8992975625438
bicep_curl,389,166.69464495653168
bicep_curl,390,162.70180120405865
bicep_curl,391,162.22748028698894
bicep_curl,392,161.05733797466274
bicep_curl,393,161.11082736142302
bicep_curl,394,167.0084351066938
bicep_curl,395,168.82739123460672
bicep_curl,396,166.79829916857298
bicep_curl,397,166.36215759293657
bicep_curl,398,166.16448032273246
bicep_curl,399,165.86165730012087
bicep_curl,400,160.58901272052725
bicep_curl,401,160.09462588672
bicep_curl,402,159.46688474962147
bicep_curl,403,152.05318594810703
bicep_curl,404,151.15078252500177
bicep_curl,405,148.20361061648455
bicep_curl,406,145.4226828970954
bicep_curl,407,146.57609438537852
bicep_curl,408,147.50257558565258
bicep_curl,409,157.1240226272965
bicep_curl,410,102.14043811802702
bicep_curl,411,120.74151015376772
bicep_curl,412,136.36171990932328
bicep_curl,413,138.24541372646198
bicep_curl,414,147.6477558187226
bicep_curl,415,155.87423334343268
bicep_curl,416,158.4668080465073
bicep_curl,417,158.9522128275429
bicep_curl,418,155.44817374623184
bicep_curl,419,148.51014103885183
bicep_curl,420,150.86358681850226
bicep_curl,421,148.66804537930525
bicep_curl,422,101.54497263654625
bicep_curl,423,97.37038706632204
bicep_curl,424,108.1335383656524
bicep_curl,425,88.09674431080722
bicep_curl,426,86.85723001622752
bicep_curl,427,81.10752531207284
bicep_curl,428,81.78011015581548
bicep_curl,429,85.41457707580548
bicep_curl,430,84.92513912386678
bicep_curl,431,83.4447096997737
bicep_curl,432,83.33754290546777
